iteration    condNo_k1
1352.22   1.00802139
1353.22   1.00802139
1354.22   1.00802139
1355.22   1.00802139
1356.22   1.00802139
1357.22   1.00802139
1358.22   1.00802139
1359.22   1.00802139
1360.22   1.00802139
1361.22   1.00802139
1362.22   1.00802139
1363.23   1.00802139
1364.23   1.00802139
1365.23   1.00802139
1366.23   1.00802139
1367.23   1.00802139
1368.23   1.00802139
1369.23   1.00802139
1370.23   1.00802139
1371.23   1.00802139
1372.23   1.00802139
1373.23   1.00802139
1374.23   1.00802139
1375.23   1.00802139
1376.23   1.00802139
1377.23   1.00802139
1378.23   1.00802139
1379.23   1.00802139
1380.23   1.00802139
1381.23   1.00802139
1382.23   1.00802139
1383.23   1.00802139
1384.23   1.00802139
1385.23   1.00802139
1386.23   1.00802139
1387.23   1.00802139
1388.23   1.00802139
1389.23   1.00802139
1390.23   1.00802139
1391.23   1.00802139
1392.23   1.00802139
1393.23   1.00802139
1394.23   1.00802139
1395.23   1.00802139
1396.23   1.00802139
1397.23   1.00802139
1398.23   1.00802139
1399.23   1.00802139
1400.23   1.00802139
1401.23   1.00802139
1402.23   1.00802139
1403.23   1.00802139
1404.23   1.00802139
1405.23   1.00802139
1406.23   1.00802139
1407.23   1.00802139
1408.23   1.00802139
1409.23   1.00802139
1410.23   1.00802139
1411.23   1.00802139
1412.23   1.00802139
1413.23   1.00802139
1414.23   1.00802139
1415.23   1.00802139
1416.23   1.00802139
1417.23   1.00802139
1418.23   1.00802139
1419.23   1.00802139
1420.23   1.00802139
1421.23   1.00802139
1422.23   1.00802139
1423.23   1.00802139
1424.24   1.00802139
1425.24   1.00802139
1426.24   1.00802139
1427.24   1.00802139
1428.24   1.00802139
1429.24   1.00802139
1430.24   1.00802139
1431.24   1.00802139
1432.24   1.00802139
1433.24   1.00802139
1434.24   1.00802139
1435.24   1.00802139
1436.24   1.00802139
1437.24   1.00802139
1438.24   1.00802139
1439.24   1.00802139
1440.24   1.00802139
1441.24   1.00802139
1442.24   1.00802139
1443.24   1.00802139
1444.24   1.00802139
1445.24   1.00802139
1446.24   1.00802139
1447.24   1.00802139
1448.24   1.00802139
1449.24   1.00802139
1450.24   1.00802139
1451.24   1.00802139
1452.24   1.00802139
1453.24   1.00802139
1454.24   1.00802139
1455.24   1.00802139
1456.24   1.00802139
1457.24   1.00802139
1458.24   1.00802139
1459.24   1.00802139
1460.24   1.00802139
1461.24   1.00802139
1462.24   1.00802139
1463.24   1.00802139
1464.24   1.00802139
1465.24   1.00802139
1466.24   1.00802139
1467.24   1.00802139
1468.24   1.00802139
1469.24   1.00802139
1470.24   1.00802139
1471.24   1.00802139
1472.24   1.00802139
1473.24   1.00802139
1474.24   1.00802139
1475.24   1.00802139
1476.24   1.00802139
1477.24   1.00802139
1478.24   1.00802139
1479.24   1.00802139
1480.24   1.00802139
1481.24   1.00802139
1482.24   1.00802139
1483.24   1.00802139
1484.25   1.00802139
1485.25   1.00802139
1486.25   1.00802139
1487.25   1.00802139
1488.25   1.00802139
1489.25   1.00802139
1490.25   1.00802139
1491.25   1.00802139
1492.25   1.00802139
1493.25   1.00802139
1494.25   1.00802139
1495.25   1.00802139
1496.25   1.00802139
1497.25   1.00802139
1498.25   1.00802139
1499.25   1.00802139
1500.25   1.00802139
1501.25   1.00802139
1502.25   1.00802139
1503.25   1.00802139
1504.25   1.00802139
1505.25   1.00802139
1506.25   1.00802139
1507.25   1.00802139
1508.25   1.00802139
1509.25   1.00802139
1510.25   1.00802139
1511.25   1.00802139
1512.25   1.00802139
1513.25   1.00802139
1514.25   1.00802139
1515.25   1.00802139
1516.25   1.00802139
1517.25   1.00802139
1518.25   1.00802139
1519.25   1.00802139
1520.25   1.00802139
1521.25   1.00802139
1522.25   1.00802139
1523.25   1.00802139
1524.25   1.00802139
1525.25   1.00802139
1526.25   1.00802139
1527.25   1.00802139
1528.25   1.00802139
1529.25   1.00802139
1530.25   1.00802139
1531.25   1.01610567
1532.25   1.01610567
1533.25   1.01610567
1534.25   1.01610567
1535.25   1.01610567
1536.25   1.01610567
1537.25   1.01610567
1538.25   1.01610567
1539.25   1.01610567
1540.25   1.01610567
1541.25   1.01610567
1542.25   1.01610567
1543.25   1.01610567
1544.25   1.01610567
1545.26   1.01610567
1546.26   1.01610567
1547.26   1.01610567
1548.26   1.01610567
1549.26   1.01610567
1550.26   1.01610567
1551.26   1.01610567
1552.26   1.01610567
1553.26   1.01610567
1554.26   1.01610567
1555.26   1.01610567
1556.26   1.01610567
1557.26   1.01610567
1558.26   1.01610567
1559.26   1.01610567
1560.26   1.01610567
1561.26   1.01610567
1562.26   1.01610567
1563.26   1.01610567
1564.26   1.01610567
1565.26   1.01610567
1566.26   1.01610567
1567.26   1.01610567
1568.26   1.01610567
1569.26   1.01610567
1570.26   1.01610567
1571.26   1.01610567
1572.26   1.01610567
1573.26   1.01610567
1574.26   1.01610567
1575.26   1.01610567
1576.26   1.01610567
1577.26   1.01610567
1578.26   1.01610567
1579.26   1.01610567
1580.26   1.01610567
1581.26   1.01610567
1582.26   1.01610567
1583.26   1.01610567
1584.26   1.01610567
1585.26   1.01610567
1586.26   1.01610567
1587.26   1.01610567
1588.26   1.01610567
1589.26   1.01610567
1590.26   1.01610567
1591.26   1.01610567
1592.26   1.01610567
1593.26   1.01610567
1594.26   1.01610567
1595.26   1.01610567
1596.26   1.01610567
1597.26   1.01610567
1598.26   1.01610567
1599.26   1.01610567
1600.26   1.01610567
1601.26   1.01610567
1602.26   1.01610567
1603.26   1.01610567
1604.26   1.01610567
1605.26   1.01610567
1606.27   1.01610567
1607.27   1.01610567
1608.27   1.01610567
1609.27   1.01610567
1610.27   1.01610567
1611.27   1.01610567
1612.27   1.01610567
1613.27   1.01610567
1614.27   1.01610567
1615.27   1.01610567
1616.27   1.01610567
1617.27   1.01610567
1618.27   1.01610567
1619.27   1.01610567
1620.27   1.01610567
1621.27   1.01610567
1622.27   1.01610567
1623.27   1.01610567
1624.27   1.01610567
1625.27   1.01610567
1626.27   1.01610567
1627.27   1.01610567
1628.27   1.01610567
1629.27   1.01610567
1630.27   1.01610567
1631.27   1.01610567
1632.27   1.01610567
1633.27   1.01610567
1634.27   1.01610567
1635.27   1.01610567
1636.27   1.01610567
1637.27   1.01610567
1638.27   1.01610567
1639.27   1.01610567
1640.27   1.01610567
1641.27   1.01610567
1642.27   1.01610567
1643.27   1.01610567
1644.27   1.01610567
1645.27   1.01610567
1646.27   1.01610567
1647.27   1.01610567
1648.27   1.01610567
1649.27   1.01610567
1650.27   1.01610567
1651.27   1.01610567
1652.27   1.01610567
1653.27   1.01610567
1654.27   1.01610567
1655.27   1.01610567
1656.27   1.01610567
1657.27   1.01610567
1658.27   1.01610567
1659.27   1.01610567
1660.27   1.01610567
1661.27   1.01610567
1662.27   1.01610567
1663.27   1.01610567
1664.27   1.03246423
1665.27   1.03246423
1666.28   1.03246423
1667.28   1.03246423
1668.28   1.03246423
1669.28   1.03246423
1670.28   1.03246423
1671.28   1.03246423
1672.28   1.03246423
1673.28   1.03246423
1674.28   1.03246423
1675.28   1.03246423
1676.28   1.03246423
1677.28   1.03246423
1678.28   1.03246423
1679.28   1.03246423
1680.28   1.03246423
1681.28   1.03246423
1682.28   1.03246423
1683.28   1.03246423
1684.28   1.03246423
1685.28   1.03246423
1686.28   1.03246423
1687.28   1.03246423
1688.28   1.03246423
1689.28   1.03246423
1690.28   1.03246423
1691.28   1.03246423
1692.28   1.03246423
1693.28   1.03246423
1694.28   1.03246423
1695.28   1.03246423
1696.28   1.03246423
1697.28   1.03246423
1698.28   1.03246423
1699.28   1.03246423
1700.28   1.03246423
1701.28   1.03246423
1702.28   1.03246423
1703.28   1.03246423
1704.28   1.03246423
1705.28   1.03246423
1706.28   1.03246423
1707.28   1.03246423
1708.28   1.03246423
1709.28   1.03246423
1710.28   1.03246423
1711.28   1.03246423
1712.28   1.03246423
1713.28   1.03246423
1714.28   1.03246423
1715.28   1.03246423
1716.28   1.03246423
1717.28   1.03246423
1718.28   1.03246423
1719.28   1.03246423
1720.28   1.03246423
1721.28   1.03246423
1722.28   1.03246423
1723.28   1.03246423
1724.28   1.03246423
1725.28   1.03246423
1726.28   1.03246423
1727.29   1.03246423
1728.29   1.03246423
1729.29   1.03246423
1730.29   1.03246423
1731.29   1.03246423
1732.29   1.03246423
1733.29   1.03246423
1734.29   1.03246423
1735.29   1.03246423
1736.29   1.03246423
1737.29   1.03246423
1738.29   1.03246423
1739.29   1.03246423
1740.29   1.03246423
1741.29   1.03246423
1742.29   1.03246423
1743.29   1.03246423
1744.29   1.03246423
1745.29   1.03246423
1746.29   1.03246423
1747.29   1.03246423
1748.29   1.03246423
1749.29   1.03246423
1750.29   1.03246423
1751.29   1.03246423
1752.29   1.03246423
1753.29   1.03246423
1754.29   1.03246423
1755.29   1.03246423
1756.29   1.03246423
1757.29   1.03246423
1758.29   1.03246423
1759.29   1.03246423
1760.29   1.03246423
1761.29   1.03246423
1762.29   1.03246423
1763.29   1.03246423
1764.29   1.03246423
1765.29   1.03246423
1766.29   1.03246423
1767.29   1.03246423
1768.29   1.03246423
1769.29   1.03246423
1770.29   1.03246423
1771.29   1.03246423
1772.29   1.03246423
1773.29   1.03246423
1774.29   1.03246423
1775.29   1.03246423
1776.29   1.03246423
1777.29   1.03246423
1778.29   1.03246423
1779.29   1.03246423
1780.29   1.03246423
1781.29   1.03246423
1782.29   1.03246423
1783.29   1.03246423
1784.29   1.03246423
1785.29   1.03246423
1786.29   1.03246423
1787.30   1.03246423
1788.30   1.03246423
1789.30   1.03246423
1790.30   1.03246423
1791.30   1.03246423
1792.30   1.03246423
1793.30   1.03246423
1794.30   1.03246423
1795.30   1.03246423
1796.30   1.03246423
1797.30   1.03246423
1798.30   1.03246423
1799.30   1.03246423
1800.30   1.03246423
1801.30   1.03246423
1802.30   1.03246423
1803.30   1.03246423
1804.30   1.03246423
1805.30   1.03246423
1806.30   1.03246423
1807.30   1.03246423
1808.30   1.03246423
1809.30   1.03246423
1810.30   1.03246423
1811.30   1.03246423
1812.30   1.03246423
1813.30   1.03246423
1814.30   1.03246423
1815.30   1.03246423
1816.30   1.03246423
1817.30   1.03246423
1818.30   1.03246423
1819.30   1.03246423
1820.30   1.03246423
1821.30   1.03246423
1822.30   1.03246423
1823.30   1.03246423
1824.30   1.03246423
1825.30   1.03246423
1826.30   1.03246423
1827.30   1.03246423
1828.30   1.03246423
1829.30   1.03246423
1830.30   1.03246423
1831.30   1.03246423
1832.30   1.03246423
1833.30   1.03246423
1834.30   1.03246423
1835.30   1.03246423
1836.30   1.03246423
1837.30   1.03246423
1838.30   1.03246423
1839.30   1.03246423
1840.30   1.03246423
1841.30   1.03246423
1842.30   1.03246423
1843.30   1.03246423
1844.30   1.03246423
1845.30   1.03246423
1846.30   1.03246423
1847.30   1.03246423
1848.31   1.03246423
1849.31   1.03246423
1850.31   1.03246423
1851.31   1.03246423
1852.31   1.03246423
1853.31   1.03246423
1854.31   1.03246423
1855.31   1.03246423
1856.31   1.03246423
1857.31   1.03246423
1858.31   1.03246423
1859.31   1.03246423
1860.31   1.03246423
1861.31   1.03246423
1862.31   1.03246423
1863.31   1.03246423
1864.31   1.03246423
1865.31   1.03246423
1866.31   1.03246423
1867.31   1.03246423
1868.31   1.03246423
1869.31   1.03246423
1870.31   1.03246423
1871.31   1.03246423
1872.31   1.03246423
1873.31   1.03246423
1874.31   1.03246423
1875.31   1.03246423
1876.31   1.03246423
1877.31   1.03246423
1878.31   1.03246423
1879.31   1.03246423
1880.31   1.03246423
1881.31   1.03246423
1882.31   1.03246423
1883.31   1.03246423
1884.31   1.03246423
1885.31   1.03246423
1886.31   1.03246423
1887.31   1.03246423
1888.31   1.03246423
1889.31   1.03246423
1890.31   1.03246423
1891.31   1.03246423
1892.31   1.03246423
1893.31   1.03246423
1894.31   1.03246423
1895.31   1.03246423
1896.31   1.03246423
1897.31   1.03246423
1898.31   1.03246423
1899.31   1.03246423
1900.31   1.03246423
1901.31   1.03246423
1902.31   1.03246423
1903.31   1.03246423
1904.31   1.03246423
1905.31   1.03246423
1906.31   1.03246423
1907.31   1.03246423
1908.32   1.03246423
1909.32   1.03246423
1910.32   1.03246423
1911.32   1.03246423
1912.32   1.03246423
1913.32   1.03246423
1914.32   1.03246423
1915.32   1.03246423
1916.32   1.03246423
1917.32   1.03246423
1918.32   1.03246423
1919.32   1.03246423
1920.32   1.03246423
1921.32   1.03246423
1922.32   1.03246423
1923.32   1.03246423
1924.32   1.03246423
1925.32   1.03246423
1926.32   1.03246423
1927.32   1.03246423
1928.32   1.03246423
1929.32   1.03246423
1930.32   1.03246423
1931.32   1.03246423
1932.32   1.03246423
1933.32   1.03246423
1934.32   1.03246423
1935.32   1.03246423
1936.32   1.03246423
1937.32   1.03246423
1938.32   1.03246423
1939.32   1.03246423
1940.32   1.03246423
1941.32   1.03246423
1942.32   1.03246423
1943.32   1.03246423
1944.32   1.03246423
1945.32   1.03246423
1946.32   1.03246423
1947.32   1.03246423
1948.32   1.03246423
1949.32   1.03246423
1950.32   1.03246423
1951.32   1.03246423
1952.32   1.03246423
1953.32   1.03246423
1954.32   1.03246423
1955.32   1.03246423
1956.32   1.03246423
1957.32   1.03246423
1958.32   1.03246423
1959.32   1.03246423
1960.32   1.03246423
1961.32   1.03246423
1962.32   1.03246423
1963.32   1.03246423
1964.32   1.03246423
1965.32   1.03246423
1966.32   1.03246423
1967.32   1.03246423
1968.32   1.03246423
1969.33   1.03246423
1970.33   1.03246423
1971.33   1.03246423
1972.33   1.03246423
1973.33   1.03246423
1974.33   1.03246423
1975.33   1.03246423
1976.33   1.03246423
1977.33   1.03246423
1978.33   1.03246423
1979.33   1.03246423
1980.33   1.03246423
1981.33   1.03246423
1982.33   1.03246423
1983.33   1.03246423
1984.33   1.03246423
1985.33   1.03246423
1986.33   1.03246423
1987.33   1.03246423
1988.33   1.03246423
1989.33   1.03246423
1990.33   1.03246423
1991.33   1.03246423
1992.33   1.03246423
1993.33   1.03246423
1994.33   1.03246423
1995.33   1.03246423
1996.33   1.03246423
1997.33   1.03246423
1998.33   1.03246423
1999.33   1.03246423
2000.33   1.03246423
2001.33   1.03246423
2002.33   1.03246423
2003.33   1.03246423
2004.33   1.03246423
2005.33   1.03246423
2006.33   1.03246423
2007.33   1.03246423
2008.33   1.03246423
2009.33   1.03246423
2010.33   1.03246423
2011.33   1.03246423
2012.33   1.03246423
2013.33   1.03246423
2014.33   1.03246423
2015.33   1.03246423
2016.33   1.03246423
2017.33   1.03246423
2018.33   1.03246423
2019.33   1.03246423
2020.33   1.03246423
2021.33   1.03246423
2022.33   1.03246423
2023.33   1.03246423
2024.33   1.03246423
2025.33   1.03246423
2026.33   1.03246423
2027.33   1.03246423
2028.33   1.03246423
2029.33   1.03246423
2030.34   1.03246423
2031.34   1.03246423
2032.34   1.03246423
2033.34   1.03246423
2034.34   1.03246423
2035.34   1.03246423
2036.34   1.03246423
2037.34   1.03246423
2038.34   1.03246423
2039.34   1.03246423
2040.34   1.03246423
2041.34   1.03246423
2042.34   1.03246423
2043.34   1.03246423
2044.34   1.03246423
2045.34   1.03246423
2046.34   1.03246423
2047.34   1.03246423
2048.34   1.03246423
2049.34   1.03246423
2050.34   1.03246423
2051.34   1.03246423
2052.34   1.03246423
2053.34   1.03246423
2054.34   1.03246423
2055.34   1.03246423
2056.34   1.03246423
2057.34   1.03246423
2058.34   1.03246423
2059.34   1.03246423
2060.34   1.03246423
2061.34   1.03246423
2062.34   1.03246423
2063.34   1.03246423
2064.34   1.03246423
2065.34   1.03246423
2066.34   1.03246423
2067.34   1.03246423
2068.34   1.03246423
2069.34   1.03246423
2070.34   1.03246423
2071.34   1.03246423
2072.34   1.03246423
2073.34   1.03246423
2074.34   1.03246423
2075.34   1.03246423
2076.34   1.03246423
2077.34   1.03246423
2078.34   1.03246423
2079.34   1.03246423
2080.34   1.03246423
2081.34   1.03246423
2082.34   1.03246423
2083.34   1.03246423
2084.34   1.03246423
2085.34   1.03246423
2086.34   1.03246423
2087.34   1.03246423
2088.34   1.03246423
2089.34   1.03246423
2090.35   1.03246423
2091.35   1.03246423
2092.35   1.03246423
2093.35   1.03246423
2094.35   1.03246423
2095.35   1.03246423
2096.35   1.03246423
2097.35   1.03246423
2098.35   1.03246423
2099.35   1.03246423
2100.35   1.03246423
2101.35   1.03246423
2102.35   1.03246423
2103.35   1.03246423
2104.35   1.03246423
2105.35   1.03246423
2106.35   1.03246423
2107.35   1.03246423
2108.35   1.03246423
2109.35   1.03246423
2110.35   1.03246423
2111.35   1.03246423
2112.35   1.03246423
2113.35   1.03246423
2114.35   1.03246423
2115.35   1.03246423
2116.35   1.03246423
2117.35   1.03246423
2118.35   1.03246423
2119.35   1.03246423
2120.35   1.03246423
2121.35   1.03246423
2122.35   1.03246423
2123.35   1.03246423
2124.35   1.03246423
2125.35   1.03246423
2126.35   1.03246423
2127.35   1.03246423
2128.35   1.03246423
2129.35   1.03246423
2130.35   1.03246423
2131.35   1.03246423
2132.35   1.03246423
2133.35   1.03246423
2134.35   1.03246423
2135.35   1.03246423
2136.35   1.03246423
2137.35   1.03246423
2138.35   1.03246423
2139.35   1.03246423
2140.35   1.03246423
2141.35   1.03246423
2142.35   1.03246423
2143.35   1.03246423
2144.35   1.03246423
2145.35   1.03246423
2146.35   1.03246423
2147.35   1.03246423
2148.35   1.03246423
2149.35   1.03246423
2150.35   1.03246423
2151.36   1.03246423
2152.36   1.03246423
2153.36   1.03246423
2154.36   1.03246423
2155.36   1.03246423
2156.36   1.03246423
2157.36   1.03246423
2158.36   1.03246423
2159.36   1.03246423
2160.36   1.03246423
2161.36   1.03246423
2162.36   1.03246423
2163.36   1.03246423
2164.36   1.03246423
2165.36   1.03246423
2166.36   1.03246423
2167.36   1.03246423
2168.36   1.03246423
2169.36   1.03246423
2170.36   1.03246423
2171.36   1.03246423
2172.36   1.03246423
2173.36   1.03246423
2174.36   1.03246423
2175.36   1.03246423
2176.36   1.03246423
2177.36   1.03246423
2178.36   1.03246423
2179.36   1.03246423
2180.36   1.03246423
2181.36   1.03246423
2182.36   1.03246423
2183.36   1.03246423
2184.36   1.03246423
2185.36   1.03246423
2186.36   1.03246423
2187.36   1.03246423
2188.36   1.03246423
2189.36   1.03246423
2190.36   1.03246423
2191.36   1.03246423
2192.36   1.03246423
2193.36   1.03246423
2194.36   1.03246423
2195.36   1.03246423
2196.36   1.03246423
2197.36   1.03246423
2198.36   1.03246423
2199.36   1.03246423
2200.36   1.03246423
2201.36   1.03246423
2202.36   1.03246423
2203.36   1.03246423
2204.36   1.03246423
2205.36   1.03246423
2206.36   1.03246423
2207.36   1.03246423
2208.36   1.03246423
2209.36   1.03246423
2210.36   1.03246423
2211.37   1.03246423
2212.37   1.03246423
2213.37   1.03246423
2214.37   1.03246423
2215.37   1.03246423
2216.37   1.03246423
2217.37   1.03246423
2218.37   1.03246423
2219.37   1.03246423
2220.37   1.03246423
2221.37   1.03246423
2222.37   1.03246423
2223.37   1.03246423
2224.37   1.03246423
2225.37   1.03246423
2226.37   1.03246423
2227.37   1.03246423
2228.37   1.03246423
2229.37   1.03246423
2230.37   1.03246423
2231.37   1.03246423
2232.37   1.03246423
2233.37   1.03246423
2234.37   1.03246423
2235.37   1.03246423
2236.37   1.03246423
2237.37   1.03246423
2238.37   1.03246423
2239.37   1.03246423
2240.37   1.03246423
2241.37   1.03246423
2242.37   1.03246423
2243.37   1.03246423
2244.37   1.03246423
2245.37   1.03246423
2246.37   1.03246423
2247.37   1.03246423
2248.37   1.03246423
2249.37   1.03246423
2250.37   1.03246423
2251.37   1.03246423
2252.37   1.03246423
2253.37   1.03246423
2254.37   1.03246423
2255.37   1.03246423
2256.37   1.03246423
2257.37   1.03246423
2258.37   1.03246423
2259.37   1.03246423
2260.37   1.03246423
2261.37   1.03246423
2262.37   1.03246423
2263.37   1.03246423
2264.37   1.03246423
2265.37   1.03246423
2266.37   1.03246423
2267.37   1.03246423
2268.37   1.03246423
2269.37   1.03246423
2270.37   1.03246423
2271.37   1.03246423
2272.38   1.03246423
2273.38   1.03246423
2274.38   1.03246423
2275.38   1.03246423
2276.38   1.03246423
2277.38   1.03246423
2278.38   1.03246423
2279.38   1.03246423
2280.38   1.03246423
2281.38   1.03246423
2282.38   1.03246423
2283.38   1.03246423
2284.38   1.03246423
2285.38   1.03246423
2286.38   1.03246423
2287.38   1.03246423
2288.38   1.03246423
2289.38   1.03246423
2290.38   1.03246423
2291.38   1.03246423
2292.38   1.03246423
2293.38   1.03246423
2294.38   1.03246423
2295.38   1.03246423
2296.38   1.03246423
2297.38   1.03246423
2298.38   1.03246423
2299.38   1.03246423
2300.38   1.03246423
2301.38   1.03246423
2302.38   1.03246423
2303.38   1.03246423
2304.38   1.03246423
2305.38   1.03246423
2306.38   1.03246423
2307.38   1.03246423
2308.38   1.03246423
2309.38   1.03246423
2310.38   1.03246423
2311.38   1.03246423
2312.38   1.03246423
2313.38   1.03246423
2314.38   1.03246423
2315.38   1.03246423
2316.38   1.03246423
2317.38   1.03246423
2318.38   1.03246423
2319.38   1.03246423
2320.38   1.03246423
2321.38   1.03246423
2322.38   1.03246423
2323.38   1.03246423
2324.38   1.03246423
2325.38   1.03246423
2326.38   1.03246423
2327.38   1.03246423
2328.38   1.03246423
2329.38   1.03246423
2330.38   1.03246423
2331.38   1.03246423
2332.39   1.03246423
2333.39   1.03246423
2334.39   1.03246423
2335.39   1.03246423
2336.39   1.03246423
2337.39   1.03246423
2338.39   1.03246423
2339.39   1.03246423
2340.39   1.03246423
2341.39   1.03246423
2342.39   1.03246423
2343.39   1.03246423
2344.39   1.03246423
2345.39   1.03246423
2346.39   1.03246423
2347.39   1.03246423
2348.39   1.03246423
2349.39   1.03246423
2350.39   1.03246423
2351.39   1.03246423
2352.39   1.03246423
2353.39   1.03246423
2354.39   1.03246423
2355.39   1.03246423
2356.39   1.03246423
2357.39   1.03246423
2358.39   1.03246423
2359.39   1.03246423
2360.39   1.03246423
2361.39   1.03246423
2362.39   1.03246423
2363.39   1.03246423
2364.39   1.03246423
2365.39   1.03246423
2366.39   1.03246423
2367.39   1.03246423
2368.39   1.03246423
2369.39   1.03246423
2370.39   1.03246423
2371.39   1.03246423
2372.39   1.03246423
2373.39   1.03246423
2374.39   1.03246423
2375.39   1.03246423
2376.39   1.03246423
2377.39   1.03246423
2378.39   1.03246423
2379.39   1.03246423
2380.39   1.03246423
2381.39   1.03246423
2382.39   1.03246423
2383.39   1.03246423
2384.39   1.03246423
2385.39   1.03246423
2386.39   1.03246423
2387.39   1.03246423
2388.39   1.03246423
2389.39   1.03246423
2390.39   1.03246423
2391.39   1.03246423
2392.39   1.03246423
2393.40   1.03246423
2394.40   1.03246423
2395.40   1.03246423
2396.40   1.03246423
2397.40   1.03246423
2398.40   1.03246423
2399.40   1.03246423
2400.40   1.03246423
2401.40   1.03246423
2402.40   1.03246423
2403.40   1.03246423
2404.40   1.03246423
2405.40   1.03246423
2406.40   1.03246423
2407.40   1.03246423
2408.40   1.03246423
2409.40   1.03246423
2410.40   1.03246423
2411.40   1.03246423
2412.40   1.03246423
2413.40   1.03246423
2414.40   1.03246423
2415.40   1.03246423
2416.40   1.03246423
2417.40   1.03246423
2418.40   1.03246423
2419.40   1.03246423
2420.40   1.03246423
2421.40   1.03246423
2422.40   1.03246423
2423.40   1.03246423
2424.40   1.03246423
2425.40   1.03246423
2426.40   1.03246423
2427.40   1.03246423
2428.40   1.03246423
2429.40   1.03246423
2430.40   1.03246423
2431.40   1.03246423
2432.40   1.03246423
2433.40   1.03246423
2434.40   1.03246423
2435.40   1.03246423
2436.40   1.03246423
2437.40   1.03246423
2438.40   1.03246423
2439.40   1.03246423
2440.40   1.03246423
2441.40   1.03246423
2442.40   1.03246423
2443.40   1.03246423
2444.40   1.03246423
2445.40   1.03246423
2446.40   1.03246423
2447.40   1.03246423
2448.40   1.03246423
2449.40   1.03246423
2450.40   1.03246423
2451.40   1.03246423
2452.40   1.03246423
2453.40   1.03246423
2454.41   1.03246423
2455.41   1.03246423
2456.41   1.03246423
2457.41   1.03246423
2458.41   1.03246423
2459.41   1.03246423
2460.41   1.03246423
2461.41   1.03246423
2462.41   1.03246423
2463.41   1.03246423
2464.41   1.03246423
2465.41   1.03246423
2466.41   1.03246423
2467.41   1.03246423
2468.41   1.03246423
2469.41   1.03246423
2470.41   1.03246423
2471.41   1.03246423
2472.41   1.03246423
2473.41   1.03246423
2474.41   1.03246423
2475.41   1.03246423
2476.41   1.03246423
2477.41   1.03246423
2478.41   1.03246423
2479.41   1.03246423
2480.41   1.03246423
2481.41   1.03246423
2482.41   1.03246423
2483.41   1.03246423
2484.41   1.03246423
2485.41   1.03246423
2486.41   1.03246423
2487.41   1.03246423
2488.41   1.03246423
2489.41   1.03246423
2490.41   1.03246423
2491.41   1.06595068
2492.41   1.06595068
2493.41   1.06595068
2494.41   1.06595068
2495.41   1.06595068
2496.41   1.06595068
2497.41   1.06595068
2498.41   1.06595068
2499.41   1.06595068
2500.41   1.06595068
2501.41   1.06595068
2502.41   1.06595068
2503.41   1.06595068
2504.41   1.06595068
2505.41   1.06595068
2506.41   1.06595068
2507.41   1.06595068
2508.41   1.06595068
2509.41   1.06595068
2510.41   1.06595068
2511.41   1.06595068
2512.41   1.06595068
2513.41   1.06595068
2514.42   1.06595068
2515.42   1.06595068
2516.42   1.06595068
2517.42   1.06595068
2518.42   1.06595068
2519.42   1.06595068
2520.42   1.06595068
2521.42   1.06595068
2522.42   1.06595068
2523.42   1.06595068
2524.42   1.06595068
2525.42   1.06595068
2526.42   1.06595068
2527.42   1.06595068
2528.42   1.06595068
2529.42   1.06595068
2530.42   1.06595068
2531.42   1.06595068
2532.42   1.06595068
2533.42   1.06595068
2534.42   1.06595068
2535.42   1.06595068
2536.42   1.06595068
2537.42   1.06595068
2538.42   1.06595068
2539.42   1.06595068
2540.42   1.06595068
2541.42   1.06595068
2542.42   1.06595068
2543.42   1.06595068
2544.42   1.06595068
2545.42   1.06595068
2546.42   1.06595068
2547.42   1.06595068
2548.42   1.06595068
2549.42   1.06595068
2550.42   1.06595068
2551.42   1.06595068
2552.42   1.06595068
2553.42   1.06595068
2554.42   1.06595068
2555.42   1.06595068
2556.42   1.06595068
2557.42   1.06595068
2558.42   1.06595068
2559.42   1.06595068
2560.42   1.06595068
2561.42   1.06595068
2562.42   1.06595068
2563.42   1.06595068
2564.42   1.06595068
2565.42   1.06595068
2566.42   1.06595068
2567.42   1.06595068
2568.42   1.06595068
2569.42   1.06595068
2570.42   1.06595068
2571.42   1.06595068
2572.42   1.06595068
2573.42   1.06595068
2574.42   1.06595068
2575.43   1.06595068
2576.43   1.06595068
2577.43   1.06595068
2578.43   1.06595068
2579.43   1.06595068
2580.43   1.06595068
2581.43   1.06595068
2582.43   1.06595068
2583.43   1.06595068
2584.43   1.06595068
2585.43   1.06595068
2586.43   1.06595068
2587.43   1.06595068
2588.43   1.06595068
2589.43   1.06595068
2590.43   1.06595068
2591.43   1.06595068
2592.43   1.06595068
2593.43   1.06595068
2594.43   1.06595068
2595.43   1.06595068
2596.43   1.06595068
2597.43   1.06595068
2598.43   1.06595068
2599.43   1.06595068
2600.43   1.06595068
2601.43   1.06595068
2602.43   1.06595068
2603.43   1.06595068
2604.43   1.06595068
2605.43   1.06595068
2606.43   1.06595068
2607.43   1.06595068
2608.43   1.06595068
2609.43   1.06595068
2610.43   1.06595068
2611.43   1.06595068
2612.43   1.06595068
2613.43   1.06595068
2614.43   1.06595068
2615.43   1.06595068
2616.43   1.06595068
2617.43   1.06595068
2618.43   1.06595068
2619.43   1.06595068
2620.43   1.06595068
2621.43   1.06595068
2622.43   1.06595068
